id,business_name,category,city,country,phone,email,website,address,facebook,instagram,linkedin,rating,review_count,score,priority,lead_status,contactable,matched_services,response_time_ms,page_size_kb,reason,discovery_sources,created_at
101,Zahnärztliche Gemeinschaftspraxis,dentist,Berlin,DE,+49304542013,kontakt@zahnarztpraxis-speda.de,https://www.zahnarztpraxis-speda.de/,,,,,,,35,WARM,actionable,True,"AI Automation, Google Ads, SEO, Social Media Marketing",2741.08,23.17,"Priority WARM (Score 35/100) | Signals: SEO defects detected (missing_meta_description, multiple_h1) (+15); Missing mobile viewport optimization (+10); No active social media channels (+10) | Recommended Services: SEO (technical defects: missing_meta_description, multiple_h1); Social Media Marketing (no active social channels detected); Google Ads (high commercial search demand & acquisition intent); AI Automation (missing automated booking / lead capture) | Actionable: Direct Phone & Email available for outreach.",osm,2026-08-18 11:23:40
102,"Tomris Aydin, Diş Hekimi",dentist,Berlin,DE,+493042800422,,,"10, Ebertystraße",,,,,,40,WARM,actionable,True,"Google Ads, SEO, Social Media Marketing, Web Development",,,Priority WARM (Score 40/100) | Signals: No active website (+30); No active social media channels (+10) | Recommended Services: Web Development (no active website found); SEO (needs initial search visibility & indexing); Social Media Marketing (no active social channels detected); Google Ads (high commercial search demand & acquisition intent) | Actionable: Direct Phone available for outreach.,osm,2026-08-18 11:23:40
103,Zahnärztin Witascheck,dentist,Berlin,DE,+49304299828,,,"50, Ebertystraße",,,,,,40,WARM,actionable,True,"Google Ads, SEO, Social Media Marketing, Web Development",,,Priority WARM (Score 40/100) | Signals: No active website (+30); No active social media channels (+10) | Recommended Services: Web Development (no active website found); SEO (needs initial search visibility & indexing); Social Media Marketing (no active social channels detected); Google Ads (high commercial search demand & acquisition intent) | Actionable: Direct Phone available for outreach.,osm,2026-08-18 11:23:40
104,Zahnärzte am Weddingplatz MVZ,dentist,Berlin,DE,+49304651449,info@zahnaerzte-wedding.de,https://www.zahnaerzte-wedding.de/,"11, Reinickendorfer Straße, Gesundbrunnen",,,,,,10,COLD,actionable,True,"AI Automation, Social Media Marketing",5753.56,49.5,Priority COLD (Score 10/100) | Signals: No active social media channels (+10) | Recommended Services: Social Media Marketing (no active social channels detected); AI Automation (missing automated booking / lead capture) | Actionable: Direct Phone & Email available for outreach.,osm,2026-08-18 11:23:40
106,Zahnarztpraxis Schenk,dentist,Berlin,DE,+493053015624,,http://www.dr-schenk-berlin.de,"63, Edisonstraße, Oberschöneweide",,,,,,10,COLD,actionable,True,Social Media Marketing,1486.64,64.34,Priority COLD (Score 10/100) | Signals: No active social media channels (+10) | Recommended Services: Social Media Marketing (no active social channels detected) | Actionable: Direct Phone available for outreach.,osm,2026-08-18 11:23:40
108,Zahnarztpraxis Dr. Andreas Nietzold und Sibylle Reimers,dentist,Berlin,Germany,+49303313423,,https://www.zahnarztpraxis-nietzold-reimers.de,"Zahnarztpraxis Dr. Andreas Nietzold und Sibylle Reimers, Klosterstraße 34-35, 13581 Berlin, Germany",,,,,,10,COLD,actionable,True,"AI Automation, Social Media Marketing",530.25,33.77,Priority COLD (Score 10/100) | Signals: No active social media channels (+10) | Recommended Services: Social Media Marketing (no active social channels detected); AI Automation (missing automated booking / lead capture) | Actionable: Direct Phone available for outreach.,geoapify,2026-08-18 11:23:40
110,,dentist,Berlin,Germany,+49303026698,,,"Fredericiastraße, 14050 Berlin, Germany",,,,,,40,WARM,actionable,True,"Google Ads, SEO, Social Media Marketing, Web Development",,,Priority WARM (Score 40/100) | Signals: No active website (+30); No active social media channels (+10) | Recommended Services: Web Development (no active website found); SEO (needs initial search visibility & indexing); Social Media Marketing (no active social channels detected); Google Ads (high commercial search demand & acquisition intent) | Actionable: Direct Phone available for outreach.,geoapify,2026-08-18 11:23:40
111,Kaliakra Bruske,dentist,Berlin,Germany,+49304533166,,,"Kaliakra Bruske, Müllerstraße, 13353 Berlin, Germany",,,,,,40,WARM,actionable,True,"Google Ads, SEO, Social Media Marketing, Web Development",,,Priority WARM (Score 40/100) | Signals: No active website (+30); No active social media channels (+10) | Recommended Services: Web Development (no active website found); SEO (needs initial search visibility & indexing); Social Media Marketing (no active social channels detected); Google Ads (high commercial search demand & acquisition intent) | Actionable: Direct Phone available for outreach.,geoapify,2026-08-18 11:23:40
112,Daniel Babel,dentist,Berlin,Germany,+49304562205,,,"Daniel Babel, Liebenwalder Straße 32, 13347 Berlin, Germany",,,,,,40,WARM,actionable,True,"Google Ads, SEO, Social Media Marketing, Web Development",,,Priority WARM (Score 40/100) | Signals: No active website (+30); No active social media channels (+10) | Recommended Services: Web Development (no active website found); SEO (needs initial search visibility & indexing); Social Media Marketing (no active social channels detected); Google Ads (high commercial search demand & acquisition intent) | Actionable: Direct Phone available for outreach.,geoapify,2026-08-18 11:23:40
114,white cocoon,dentist,Berlin,Germany,+4930233290390,info@medident147.de,https://www.white-cocoon.de,"white cocoon, Carmerstraße 5, 10623 Berlin, Germany",,https://www.instagram.com/wunschlachen/?hl=de,,,,0,COLD,actionable,True,"AI Automation, Social Media Management",4396.97,120.47,Priority COLD (Score 0/100) | Recommended Services: Social Media Management (multi-channel expansion); AI Automation (missing automated booking / lead capture) | Actionable: Direct Phone & Email available for outreach.,geoapify,2026-08-18 11:23:40
115,Christian Koch,dentist,Berlin,Germany,,info@zahnaerzte-berlin-charlottenburg.de,https://zahnaerzte-berlin-charlottenburg.de/,"Christian Koch, Sybelstraße 69, 10629 Berlin, Germany",,,,,,25,COLD,actionable,True,"AI Automation, Google Ads, SEO, Social Media Marketing",8025.98,23.35,Priority COLD (Score 25/100) | Signals: SEO defects detected (multiple_h1) (+15); No active social media channels (+10) | Recommended Services: SEO (technical defects: multiple_h1); Social Media Marketing (no active social channels detected); Google Ads (high commercial search demand & acquisition intent); AI Automation (missing automated booking / lead capture) | Actionable: Direct Email available for outreach.,geoapify,2026-08-18 11:23:40
116,F. Brouwer & M. Lehmensiek,dentist,Berlin,Germany,+49302651189,info@zahnarzt-berlin-schoeneberg.com,http://www.prophylaxe-arzt.de/,"F. Brouwer & M. Lehmensiek, Potsdamer Straße 116, 10785 Berlin, Germany",,https://www.instagram.com/brouwer.zahnmedizin.berlin/,,,,0,COLD,actionable,True,"AI Automation, Social Media Management",7069.46,88.41,Priority COLD (Score 0/100) | Recommended Services: Social Media Management (multi-channel expansion); AI Automation (missing automated booking / lead capture) | Actionable: Direct Phone & Email available for outreach.,geoapify,2026-08-18 11:23:40
117,Adentics Kieferorthopäde Berlin-Mitte,dentist,Berlin,Germany,+493031174740,,,"Adentics Kieferorthopäde Berlin-Mitte, Leipziger Platz 7, 10117 Berlin, Germany",,,,,,40,WARM,actionable,True,"Google Ads, SEO, Social Media Marketing, Web Development",,,Priority WARM (Score 40/100) | Signals: No active website (+30); No active social media channels (+10) | Recommended Services: Web Development (no active website found); SEO (needs initial search visibility & indexing); Social Media Marketing (no active social channels detected); Google Ads (high commercial search demand & acquisition intent) | Actionable: Direct Phone available for outreach.,geoapify,2026-08-18 11:23:40
119,Zahnärzte an der Jungfernheide,dentist,Berlin,Germany,+49303453060,,,"Zahnärzte an der Jungfernheide, Teichgräberzeile 1, 13627 Berlin, Germany",,,,,,40,WARM,actionable,True,"Google Ads, SEO, Social Media Marketing, Web Development",,,Priority WARM (Score 40/100) | Signals: No active website (+30); No active social media channels (+10) | Recommended Services: Web Development (no active website found); SEO (needs initial search visibility & indexing); Social Media Marketing (no active social channels detected); Google Ads (high commercial search demand & acquisition intent) | Actionable: Direct Phone available for outreach.,geoapify,2026-08-18 11:23:40
120,Zahnärzte am Alex,dentist,Berlin,Germany,+49302403090,,,"Zahnärzte am Alex, Rathausstraße 7, 10178 Berlin, Germany",,,,,,40,WARM,actionable,True,"Google Ads, SEO, Social Media Marketing, Web Development",,,Priority WARM (Score 40/100) | Signals: No active website (+30); No active social media channels (+10) | Recommended Services: Web Development (no active website found); SEO (needs initial search visibility & indexing); Social Media Marketing (no active social channels detected); Google Ads (high commercial search demand & acquisition intent) | Actionable: Direct Phone available for outreach.,geoapify,2026-08-18 11:23:40
121,Dr. Kathrin Lehmann,dentist,Berlin,Germany,+49302965422,info@zahnarzt-lehmann.com,http://zahnarztpraxis-dres-lehmann.de/,"Dr. Kathrin Lehmann, Koppenstraße 75, 10243 Berlin, Germany",,https://www.instagram.com/zahnarztpraxis.drlehmann,,,,15,COLD,actionable,True,"AI Automation, Google Ads, SEO, Social Media Management",1719.14,26.07,Priority COLD (Score 15/100) | Signals: SEO defects detected (missing_meta_description) (+15) | Recommended Services: SEO (technical defects: missing_meta_description); Social Media Management (multi-channel expansion); Google Ads (high commercial search demand & acquisition intent); AI Automation (missing automated booking / lead capture) | Actionable: Direct Phone & Email available for outreach.,geoapify,2026-08-18 11:23:40
123,Zahnarztpraxis Jörg Harder,dentist,Berlin,Germany,+49302962210,,http://zahnheilkunst.biz/cms/index.php?id=725883,"Zahnarztpraxis Jörg Harder, Gubener Straße 43, 10243 Berlin, Germany",,,,,,40,WARM,actionable,True,"AI Automation, Google Ads, SEO, Social Media Marketing, Web Development",,,Priority WARM (Score 40/100) | Signals: No active website (+30); No active social media channels (+10) | Recommended Services: Web Development (no active website found); SEO (needs initial search visibility & indexing); Social Media Marketing (no active social channels detected); Google Ads (high commercial search demand & acquisition intent); AI Automation (missing automated booking / lead capture) | Actionable: Direct Phone available for outreach.,geoapify,2026-08-18 11:23:40
124,Cinderella Kolarikal,dentist,Berlin,Germany,+49302821385,info@dentists-zahnarzt-berlin.de,https://www.dentists-zahnarzt-berlin.de/,"Cinderella Kolarikal, Rochstraße 1, 10178 Berlin, Germany",,,,,,10,COLD,actionable,True,"AI Automation, Social Media Marketing",3324.47,148.69,Priority COLD (Score 10/100) | Signals: No active social media channels (+10) | Recommended Services: Social Media Marketing (no active social channels detected); AI Automation (missing automated booking / lead capture) | Actionable: Direct Phone & Email available for outreach.,geoapify,2026-08-18 11:23:40
125,Zahnärztin Irina Herzog,dentist,Berlin,Germany,+493039789255,,,"Zahnärztin Irina Herzog, Lübecker Straße 51, 10559 Berlin, Germany",,,,,,40,WARM,actionable,True,"Google Ads, SEO, Social Media Marketing, Web Development",,,Priority WARM (Score 40/100) | Signals: No active website (+30); No active social media channels (+10) | Recommended Services: Web Development (no active website found); SEO (needs initial search visibility & indexing); Social Media Marketing (no active social channels detected); Google Ads (high commercial search demand & acquisition intent) | Actionable: Direct Phone available for outreach.,geoapify,2026-08-18 11:23:40
130,"Kholood Dental clinic,Citymart building,Al bustan,Ajman",dentist,Dubai,AE,+97167471113,drsudheerdentist@gmail.com,http://kholooddentalclinicajman.com,"302, Al bustan",,,,,,40,WARM,actionable,True,"SEO, Social Media Marketing, Web Development",,,"Priority WARM (Score 40/100): No active website found (+30); No active social media channels (+10). Recommended: [Web Development (no active website found), SEO (initial local search setup for new web build), Social Media Marketing (zero active social media presence)]. [Actionable: Direct Phone, Email available for outreach].",osm,2026-08-18 11:24:09
134,Kholood,dentist,Dubai,AE,+971525731031,sudheer.shams@gmail.com,https://www.kholooddentalclinic.com/,"302, Liwara 2",,,,,,35,WARM,actionable,True,"AI Automation, Google Ads, SEO, Social Media Marketing, Web App Development",,,"Priority WARM (Score 35/100): SEO defects detected (missing_title, missing_meta_description) (+15); Missing mobile viewport optimization (+10); No active social media channels (+10). Recommended: [SEO (technical defects: missing_title, missing_meta_description), Google Ads (paid search recovery for organic search/review gaps), Social Media Marketing (zero active social media presence), AI Automation (missing automated booking/inquiry workflows), Web App Development (clinical/transactional workflow portal)]. [Actionable: Direct Phone, Email available for outreach].",osm,2026-08-18 11:24:09
147,Medicure,dentist,Dubai,United Arab Emirates,+97143984866971558009503,javed.mansoor@medicuregroup.com,https://medicuregroup.com/,"Medicure, 2a Street, Al Mankhool, Dubai, Bur Dubai, United Arab Emirates",https://facebook.com/medicuregroup,https://instagram.com/medicuregroup,,,,25,COLD,actionable,True,"AI Automation, Google Ads, SEO, Social Media Management, Web App Development",,,"Priority COLD (Score 25/100): SEO defects detected (missing_title, missing_meta_description) (+15); Missing mobile viewport optimization (+10). Recommended: [SEO (technical defects: missing_title, missing_meta_description), Google Ads (paid search recovery for organic search/review gaps), Social Media Management (incomplete multichannel social presence), AI Automation (missing automated booking/inquiry workflows), Web App Development (clinical/transactional workflow portal)]. [Actionable: Direct Phone, Email available for outreach].",geoapify,2026-08-18 11:24:09
154,German Dental Oasis,dentist,Dubai,United Arab Emirates,+9714363536797143635370,info@germandentaloasis.com,https://www.germandentaloasis.com/,"German Dental Oasis, 19th Street, Umm Hurair 2, Dubai, Bur Dubai, United Arab Emirates",https://facebook.com/GermanDentalOasis,https://instagram.com/germandentaloasisdhcc,https://linkedin.com/company/germandentaloasis,,,30,WARM,actionable,True,"AI Automation, SEO, Web Development",,,"Priority WARM (Score 30/100): No active website found (+30). Recommended: [Web Development (no active website found), SEO (initial local search setup for new web build), AI Automation (missing automated booking/inquiry workflows)]. [Actionable: Direct Phone, Email available for outreach].",geoapify,2026-08-18 11:24:09
156,Italian Dental Clinic,dentist,Dubai,United Arab Emirates,+9714458004097144580636971561411987,marketing@italiandentalclinic.com,https://www.italiandentalclinic.com/,"Italian Dental Clinic, 33 Al Madina Al Tebbia Street, Umm Hurair 2, Dubai, Bur Dubai, United Arab Emirates",https://facebook.com/ItalianDentalClinic,https://instagram.com/italian.dental.clinic,,,,30,WARM,actionable,True,"AI Automation, SEO, Social Media Management, Web Development",,,"Priority WARM (Score 30/100): No active website found (+30). Recommended: [Web Development (no active website found), SEO (initial local search setup for new web build), Social Media Management (incomplete multichannel social presence), AI Automation (missing automated booking/inquiry workflows)]. [Actionable: Direct Phone, Email available for outreach].",geoapify,2026-08-18 11:24:09
158,Ralph Lauren,clothing store,Berlin,Germany,+4930166372100,,https://www.ralphlauren.de/de/storedetail?StoreID=3613,"26a, Kurfürstendamm",,,,,,40,WARM,actionable,True,"SEO, Social Media Marketing, Web Development",,,"Priority WARM (Score 40/100): No active website found (+30); No active social media channels (+10). Recommended: [Web Development (no active website found), SEO (initial local search setup for new web build), Social Media Marketing (zero active social media presence)]. [Actionable: Direct Phone available for outreach].","geoapify, osm",2026-08-19 09:58:56
160,Widda & Co,clothing store,Berlin,DE,+493096514022,,http://widda-berlin.de/,"24, Gärtnerstraße, Friedrichshain",https://www.facebook.com/widdafashion,https://www.instagram.com/widdaberlin,,,,15,COLD,actionable,True,"AI Automation, Google Ads, Google Shopping, Mobile App Development, SEO, Social Media Management",,,"Priority COLD (Score 15/100): SEO defects detected (multiple_h1) (+15). Recommended: [SEO (technical defects: multiple_h1), Google Ads (paid search recovery for organic search/review gaps), Google Shopping (active e-commerce catalog detected), Social Media Management (incomplete multichannel social presence), AI Automation (missing automated booking/inquiry workflows), Mobile App Development (high-frequency mobile loyalty/ordering)]. [Actionable: Direct Phone available for outreach].",osm,2026-08-19 09:58:56
161,Loveco,clothing store,Berlin,DE,+4930255581361,,https://loveco-shop.de/stores/store-kreuzberg-graefekiez/,"14, Körtestraße, Kreuzberg",,,,,,25,COLD,actionable,True,"Google Ads, Mobile App Development, SEO, Social Media Marketing",,,"Priority COLD (Score 25/100): SEO defects detected (missing_h1) (+15); No active social media channels (+10). Recommended: [SEO (technical defects: missing_h1), Google Ads (paid search recovery for organic search/review gaps), Social Media Marketing (zero active social media presence), Mobile App Development (high-frequency mobile loyalty/ordering)]. [Actionable: Direct Phone available for outreach].",osm,2026-08-19 09:58:56
163,Humana,clothing store,Berlin,DE,+493039404870,info@humana-second-hand.de,http://www.humana-second-hand.de/mode/shops.html#berlin,"1, Richard-von-Weizsäcker-Platz, Schöneberg",HumanaSecondHandGermany,humanasecondhand.de,,,,25,COLD,actionable,True,"AI Automation, Google Ads, Mobile App Development, SEO, Social Media Management",,,"Priority COLD (Score 25/100): Website is not secured via HTTPS (+10); SEO defects detected (no_https) (+15). Recommended: [SEO (technical defects: no_https), Google Ads (paid search recovery for organic search/review gaps), Social Media Management (incomplete multichannel social presence), AI Automation (missing automated booking/inquiry workflows), Mobile App Development (high-frequency mobile loyalty/ordering)]. [Actionable: Direct Phone, Email available for outreach].","geoapify, osm",2026-08-19 09:58:56
171,Iriedaily,clothing store,Berlin,DE,+493094884736,,https://www.iriedaily.de/brand-store-berlin/,"194, Oranienstraße, Kreuzberg",,,,,,40,WARM,actionable,True,"SEO, Social Media Marketing, Web Development",,,"Priority WARM (Score 40/100): No active website found (+30); No active social media channels (+10). Recommended: [Web Development (no active website found), SEO (initial local search setup for new web build), Social Media Marketing (zero active social media presence)]. [Actionable: Direct Phone available for outreach].",osm,2026-08-19 09:58:56
172,Takko Fashion,clothing store,Berlin,DE,+4930679892615,,,"12, Rudower Chaussee, Adlershof",,,,,,40,WARM,actionable,True,"SEO, Social Media Marketing, Web Development",,,"Priority WARM (Score 40/100): No active website found (+30); No active social media channels (+10). Recommended: [Web Development (no active website found), SEO (initial local search setup for new web build), Social Media Marketing (zero active social media presence)]. [Actionable: Direct Phone available for outreach].",osm,2026-08-19 09:58:56
173,Hirmer Große Größen,clothing store,Berlin,Germany,+49307974230,berlin@hirmer-grosse-groessen.de,https://www.hirmer-grosse-groessen.de/filialen/berlin/,"Hirmer Große Größen, Schloßstraße 130, 12163 Berlin, Germany",https://www.facebook.com/hirmergrossegroessen,https://www.instagram.com/hirmergrossegroessen,,,,15,COLD,actionable,True,"Google Ads, SEO, Social Media Management",,,"Priority COLD (Score 15/100): SEO defects detected (missing_h1) (+15). Recommended: [SEO (technical defects: missing_h1), Google Ads (paid search recovery for organic search/review gaps), Social Media Management (incomplete multichannel social presence)]. [Actionable: Direct Phone, Email available for outreach].",geoapify,2026-08-19 09:58:56
174,Liu Jo,clothing store,Berlin,Germany,+493088778109,kudamm@liujo.it,https://stores.liujo.com/en/germany/berlino-kudamm,"Liu Jo, Kurfürstendamm 213, 10719 Berlin, Germany",,,,,,10,COLD,actionable,True,Social Media Marketing,,,"Priority COLD (Score 10/100): No active social media channels (+10). Recommended: [Social Media Marketing (zero active social media presence)]. [Actionable: Direct Phone, Email available for outreach].",geoapify,2026-08-19 09:58:56
175,K+K Schuh-Center,clothing store,Berlin,Germany,+493023886794,contact@bisgaardshoes.dk,https://www.k-und-k-schuhcenter.de/,"K+K Schuh-Center, Ollenhauerstraße, 13403 Berlin, Germany",https://www.facebook.com/RENO/,https://www.instagram.com/reno_schuhe/,,,,0,COLD,actionable,True,"AI Automation, Social Media Management",,,"Priority COLD (Score 0/100): Baseline technical presence. Recommended: [Social Media Management (incomplete multichannel social presence), AI Automation (missing automated booking/inquiry workflows)]. [Actionable: Direct Phone, Email available for outreach].",geoapify,2026-08-19 09:58:56
